geo_id,do_date,total_pop,households,male_pop,female_pop,median_age,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_pop,population_1_year_and_over,population_3_years_over,pop_5_years_over,pop_15_and_over,pop_16_over,pop_25_years_over,pop_25_64,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,not_us_citizen_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,hispanic_any_race,not_hispanic_pop,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,median_income,income_per_capita,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,pop_determined_poverty_status,poverty,gini_index,housing_units,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,occupied_housing_units,housing_units_renter_occupied,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,median_year_structure_built,married_households,nonfamily_households,family_households,households_public_asst_or_food_stamps,male_male_households,female_female_households,children,children_in_single_female_hh,median_rent,percent_income_spent_on_rent,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,different_house_year_ago_different_city,different_house_year_ago_same_city,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_less_10_mins,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_35_44_mins,commute_60_more_mins,commute_45_59_mins,commuters_16_over,walked_to_work,worked_at_home,no_car,no_cars,one_car,two_cars,three_cars,four_more_cars,aggregate_travel_time_to_work,commuters_by_public_transportation,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,group_quarters,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,less_than_high_school_graduate,high_school_including_ged,bachelors_degree_2,bachelors_degree_or_higher_25_64,graduate_professional_degree,some_college_and_associates_degree,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,employed_pop,unemployed_pop,pop_in_labor_force,not_in_labor_force,workers_16_and_over,armed_forces,civilian_labor_force,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,management_business_sci_arts_employed,sales_office_employed,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english
04,2014-01-01,6946685,2524300,3453439,3493246,37.4,222981,230966,237590,141556,97291,53619,52584,148625,253812,235745,218187,213557,209738,209304,202117,78444,113409,73286,102747,140586,102589,64662,50044,213121,221866,229677,136026,93324,49596,48052,135879,234547,221707,215619,207857,210350,215871,218373,87314,129661,83283,116285,158048,114385,73900,78505,3825886,6865715,6693331,6510583,,5498826,4633932,3475612,,,,,,538326,286614,222477,2163312,271946,9177,154750,2163312,4783373,13932,9671,19448,15613,115486,76689,249818,276065,56213,29265,170434,111075,118026,126194,125448,125317,118929,123277,107425,210570,262334,315900,211274,131233,133172,133692,6788985,1092192,0.4681,2970935,1009,127500,209600,328200,2524300,918235,446635,67734,35847,1900540,143022,38159,99792,122169,142435,77088,125779,311084,54839,81692,44219,1990,1200133,876174,1648126,313003,5316,6027,1633783,420164,843,29.3,67797,200781,79843,56843,74781,98510,115817,116060,75228,32575,1606065,14904,1031561,712255,463975,497853,306623,159129,131546,10569,5379,191230,49907,43907,346650,372716,436062,435323,206037,414607,206277,186800,221507,2825979,57910,182728,85218,160011,912818,958686,345049,147736,71461040,57302,52612,2632801,326774,1235,2306027,156005,398147,835120,927855,352036,362611,820125,613002,1112551,835120,1005130,502951,1570308,67059,143315,91195,51393,61500,200779,197771,813012,3045978,210214,3274526,2224300,3008707,18334,3256192,43506,336854,208060,666264,252624,55406,211862,147284,150464,370350,373447,159131,70726,1094402,276848,333705,743623,597400,1094402,743623,366621,369947,377485,1764220,397686,4740041,1338389,447267
32,2014-01-01,2922849,1075930,1467165,1455684,37.9,93316,97511,96078,57719,33737,19239,18535,55066,109890,106517,99481,97941,99550,98101,92745,35012,49290,30857,43429,57648,37116,22677,15710,88995,91454,94554,54849,30908,17688,17213,54537,105969,102119,96169,96375,95944,95051,93462,36928,52855,33653,46380,61156,40082,25384,23959,1458093,2889793,2816727,2740538,,2322826,2001450,1563399,,,,,,293257,249967,229928,831597,26355,8693,100513,831597,2091252,15069,13294,16976,13611,50119,29113,109317,116352,57598,29961,66099,42870,46175,52503,52723,55785,52494,52288,46946,89534,116327,143651,94826,56822,56228,50659,2881404,393431,0.4568,1235096,1060,160100,242400,354600,1075930,475410,159166,42205,12991,737719,56951,16145,77243,100751,66688,36315,76084,65692,24960,37471,14006,1994,477255,392745,683185,139681,2664,2065,674476,174146,902,29.6,24834,104305,44336,32031,40787,52525,61638,61447,38326,15181,600520,5711,409424,334847,182677,209345,126554,69991,50294,4420,1849,82791,24384,22498,132042,173322,217044,240426,108287,218430,75629,67865,65367,1298412,25750,53538,47599,81930,386560,393113,148401,65926,31506085,46574,45986,1196476,139518,270,1056958,37700,163699,317510,483098,149930,116743,365081,274163,563229,317510,373634,167838,678710,28199,56943,31601,24232,30328,107557,95838,374698,1370603,101748,1480282,842544,1351950,7931,1472351,21511,339705,92041,217868,77574,21366,60312,63142,58068,161824,151242,77447,28503,398596,120118,160527,330455,360907,398596,330455,151575,151784,156013,695651,137257,1907502,583289,230532
11,2014-01-01,684498,281322,324881,359617,33.9,22724,17266,13562,7924,9721,5493,5610,13801,37850,36999,28413,20714,19244,19208,17978,6526,8470,4706,6276,9434,5706,3549,3707,21968,16462,14001,7830,11942,6127,5333,17753,44563,40304,29082,20967,19030,18978,18475,7425,11043,6290,8827,11387,8783,5798,7249,248057,675182,657764,639806,,573275,486981,405269,,,,,,55988,315281,26278,74776,1314,2648,15864,74776,609722,1216,644,18294,18700,4340,2534,14174,10825,82604,53321,25944,12630,9426,8331,9622,8259,6817,7775,7474,14176,20711,30248,26126,19635,26806,47342,650912,109497,0.5283,311545,1487,355200,568400,875900,281322,163751,30223,10492,1905,37443,76711,9616,21796,21619,31899,24762,87378,230,8053,9946,36548,1953,71726,159534,121788,41172,2434,787,121737,53865,1398,28.8,9983,37457,10858,10519,13604,18983,20713,19851,13587,8196,117571,12166,88908,54941,66724,49463,26671,20582,5425,576,88,22792,3252,2788,18177,25533,39756,52016,26971,69168,40884,30112,41146,343763,48047,22405,89068,99637,125351,45818,7972,2544,10416570,127530,50181,144993,19531,75595,125462,39620,14637,118817,70723,16914,100571,45704,45805,83572,118817,245445,161532,77255,2269,13378,20888,3197,4700,16025,10969,71426,369194,29373,401740,171535,366168,3173,398567,476,36729,10009,68450,24754,13858,4684,33248,59985,17287,86267,11555,1892,230061,9825,15987,58084,55237,230061,58084,25986,21472,24364,168529,48110,528179,57321,23428
36,2014-01-01,19618453,7316537,9519555,10098898,38.7,594981,572979,586127,362400,260177,139796,136000,405268,742377,684918,616111,585959,631943,668150,648749,246711,327039,197948,258792,328161,226282,153959,144728,568625,548195,560394,347932,254251,135247,133323,406416,741922,691625,635317,608683,664013,711540,693619,275065,363912,228196,302021,404448,302182,228389,293583,10959534,19401482,18935506,18454847,,15951997,13606342,10537653,,,,,,1937820,2808679,1616028,3705588,46139,105032,371862,3705588,15912865,106107,95236,191999,164457,226465,156248,764357,799153,65323,37470,492408,378399,325767,318683,301819,300327,275108,279709,243067,492299,648570,868488,658357,466265,554471,712800,19108993,2797985,0.5137,8287087,1240,144000,302200,534900,7316537,3373181,970550,152802,68359,3477790,414580,858846,586291,431455,345347,674445,1302352,192909,56767,119495,690197,1956,3232009,2682333,4634204,1150522,16819,12381,4141633,1097362,1123,31.7,197241,915370,278819,201907,291844,340053,361853,362986,266961,156147,3943356,130631,2418813,1049714,844065,1329064,871880,530991,294205,32907,13777,457184,97040,85144,838275,907298,1027826,1078590,485334,1240381,726820,1584710,968168,8857402,569444,389169,2001636,2125466,2395399,1910366,621450,263856,295138830,2591512,533192,5515207,601311,1773088,4913896,574848,1184265,2748577,3020851,634196,1541679,1503643,1839849,3556251,2748577,4032301,2139561,3322104,214429,461771,351158,145452,193685,741442,414655,2522592,9445023,602636,10070138,5881859,9246571,22479,10047659,53736,902670,533001,2612367,756756,275615,574143,466277,433649,979924,1122958,510761,223166,3850124,677181,955731,2068342,1893645,3850124,2068342,901246,912120,973924,4769473,1147231,12830019,2769603,1223844
44,2014-01-01,1056611,410885,513332,543279,39.9,28137,29302,30294,19311,17232,8511,7754,23724,38292,34148,31068,30035,33847,37099,36680,14153,19099,11275,15214,18719,12281,8990,8167,26450,28233,28649,18493,18342,9246,9190,20555,36762,33675,32049,30259,35915,39784,40052,15277,20784,12566,16933,22093,15583,13579,18810,767727,1046251,1024576,1002024,,873369,733188,558978,,,,,,64579,59001,35128,158858,3708,7090,24415,158858,897753,1954,1443,4002,3488,8506,5106,55088,58916,63296,34619,27976,21929,18454,18404,16967,17116,16428,17307,12995,28967,38889,51575,40991,26330,29091,27466,1016029,133055,0.4748,467412,981,180800,249800,363100,410885,163320,56527,10059,4620,257154,15425,51951,57946,23801,18056,13675,24570,4548,2089,4339,32519,1960,182276,155219,255666,69135,957,725,208869,59684,837,29.6,10567,36294,12826,10747,14630,21134,18608,18884,13556,6074,247565,2388,170955,90987,35749,63773,39965,27430,10715,1309,511,23808,4950,4440,61455,74250,79825,80936,34823,62146,34385,34284,33338,495442,18556,20430,16186,39631,148749,151870,50202,20433,12302265,12915,9388,457799,44694,418,413105,41742,61136,145595,172787,42214,69830,90873,87994,207007,145595,195053,98369,194223,11910,25951,18395,6672,10953,43674,23323,140878,527972,34479,565997,307372,515872,3546,562451,2619,55595,28855,144329,36134,8850,56960,23567,20882,64087,53114,20095,12885,203264,38351,65263,118189,102905,203264,118189,46549,46355,49607,261044,78331,780842,121009,52278
25,2014-01-01,6830193,2601914,3313979,3516214,39.4,185470,186240,204948,128230,103219,50860,51145,144653,249841,231315,203435,205395,223410,241487,233331,87325,119080,70133,92677,120067,76277,54287,51154,177211,183150,192509,122139,105793,51509,51423,142899,248151,234335,211385,214491,236974,254905,248449,95002,132260,80096,106104,142678,101225,79591,103935,4930412,6761317,6618095,6467512,,5619991,4748795,3670571,,,,,,533281,463796,440336,789127,8890,53268,142666,789127,6041066,26756,18695,31401,26079,41317,25644,357728,364885,77378,41794,141665,117095,99967,96039,90190,92898,84349,87098,77960,159016,223272,311620,262710,199140,247215,311680,6593960,710305,0.4841,2882739,1225,250300,366800,549800,2601914,980861,280825,39087,16817,1501300,154655,287360,308728,167997,124484,126421,187367,23508,28794,45461,161272,1960,1224142,950106,1651808,333410,5403,5251,1379897,335774,1083,30,56411,228020,78778,59460,95642,112983,115802,116389,79840,37536,1621053,49095,1126604,555437,243855,421415,292470,203182,77247,8574,3467,128945,26866,24633,352304,392207,436653,423802,193128,470159,275140,425805,354991,3324189,171603,176034,204293,323287,923238,942072,294063,119254,98776565,358143,118713,2721039,262975,168360,2458064,250640,365103,1128877,1019399,228477,637628,512307,454360,1150846,1128877,1676579,908825,1105887,62631,200035,161904,37892,47375,253911,140885,904633,3570257,203464,3778642,1841349,3500223,4921,3773721,14765,311717,201006,1007123,264297,83154,316985,159705,138304,368361,491433,134050,79357,1643529,241808,334206,726280,624434,1643529,726280,297757,315810,343278,1734143,448682,4941922,581553,239079
42,2014-01-01,12791181,5025132,6263189,6527992,40.7,363116,370321,392373,243871,178501,89843,86600,251752,438627,407723,376257,369650,409982,443672,455388,176595,240840,144701,194334,239173,166919,115288,107663,346134,356853,372450,230212,173742,86458,87445,240147,422317,399081,373085,376230,418134,459506,479286,187882,257247,158387,216160,283264,216092,171292,216588,9826865,12654296,12372976,12081931,,10432506,8921363,6691502,,,,,,410844,1360576,424597,905156,14419,20860,236006,905156,11886025,26089,18894,86132,73952,47309,29321,687257,745000,59445,32889,315702,227537,243269,240294,238838,236685,218023,219863,199038,393025,507643,646375,450266,288974,296797,302803,12380149,1578949,0.4706,5673599,915,104600,174100,280900,5025132,1557665,648467,96671,57564,3238060,1055994,250477,230740,183867,143833,119580,225520,224034,46795,88118,427320,1962,2408669,1793062,3232070,700759,7056,8047,2675330,682153,739,29.3,123875,360817,120288,88294,125296,163146,178631,191481,140921,64916,3467467,19984,2094765,1121473,374900,820551,526329,334299,169234,14745,8051,294222,68835,60947,751777,765637,836433,809127,383958,745484,431726,526575,500872,5751589,223371,280424,304997,552690,1706595,1825382,659625,280840,154924705,337633,224086,5104953,511844,45705,4593109,425132,741590,1661705,2784595,487407,774543,939376,874018,3133655,1661705,2238571,1083612,2168373,135034,297003,194638,45977,113300,670080,270445,1726477,6151998,379765,6536846,3895660,6032013,5083,6531763,83646,516476,357563,1590166,397588,102804,727961,288748,247110,697501,636276,336972,169187,2349748,503095,891083,1336980,1071092,2349748,1336980,583816,605016,626686,2971060,663309,10721460,592883,232430
09,2014-01-01,3581504,1367374,1747131,1834373,40.8,94768,101921,115164,73109,53233,25649,25684,75761,113032,109545,103316,105773,120774,132434,129374,48708,64859,37397,50620,64036,43544,28605,29825,90215,99085,108971,69392,51448,25902,24184,68310,106947,110324,107236,110698,128414,140516,136796,52427,69955,41013,57061,77287,55333,43497,59362,2418696,3546789,3473897,3396521,,2924591,2478708,1891128,,,,,,250818,351817,157406,561791,5320,11421,74301,561791,3019713,10427,6926,24241,19288,32450,19905,183024,194647,76106,43056,70710,48894,48387,52382,49434,48131,49118,50303,46092,91410,120646,170246,133855,101684,123672,162410,3474901,348449,0.496,1512305,1156,182400,272700,403700,1367374,460240,144931,31889,16808,892608,80684,123908,130948,84021,57153,52380,78492,11734,10251,19181,104394,1964,660364,474434,892940,177427,1765,2029,752625,188318,973,31.2,28873,117391,40330,28123,39695,51574,53223,50809,33022,17200,907134,18609,621120,288052,114306,215787,146551,97182,43775,3983,1611,69236,15222,13966,201644,250417,267033,261338,112588,213172,112451,154066,117378,1690087,49525,90566,59241,121241,446934,513455,198769,86975,44503900,84347,41788,1535452,143527,2226,1391925,114842,190869,538924,591158,129622,309751,286645,235826,670519,538924,776853,426303,607136,34092,104550,83260,16304,27790,147799,82354,496149,1810445,125909,1944843,979748,1780653,8489,1936354,7195,150852,107331,479677,164607,41839,190995,83686,67172,191939,207632,72806,44714,782135,132514,186844,391417,317535,782135,391417,163754,180003,197549,906545,215642,2643514,400036,156945
34,2014-01-01,8881845,3213362,4335930,4545915,39.8,266146,274580,287970,178390,112019,56134,58760,172487,290424,285524,283386,282410,304386,322210,308091,112999,150687,86995,118292,148824,102064,67531,65621,255538,265755,274698,170325,104436,54403,53892,166770,276273,283444,289582,287846,319607,340042,328115,124350,163303,99856,135876,182702,133834,103217,132051,4960005,8786172,8575911,8360161,,7142175,6129542,4752679,,,,,,869722,1129257,826944,1768020,9599,36881,148884,1768020,7113825,57956,43804,80349,63479,113836,73934,370238,386173,79363,40895,165332,106777,118201,121047,115724,113182,107671,106659,98978,200582,279210,389646,322775,240597,310244,416737,8707826,904132,0.481,3605401,1295,216900,327900,479800,3213362,1158949,392039,63742,35674,1931259,342782,334136,230589,172006,178166,140648,240979,34236,36833,58133,265576,1967,1646548,990994,2222368,311025,4480,4421,1973402,446266,1157,31.2,61745,300526,100688,72125,100323,125564,135268,132227,89635,40848,2054413,42277,1383992,649084,175649,608682,426286,264884,142733,15010,3659,182396,40752,37749,399308,474915,513929,539713,255559,548013,324842,651774,406635,4114688,125663,188430,272930,367761,1095623,1158789,410128,181061,130635610,494549,266138,3416225,344699,88728,3071526,184786,401069,1457910,1530024,309670,671274,710066,641113,1683568,1457910,1976386,926146,1420805,70551,271536,188435,49636,66660,347230,204325,1198373,4390602,285084,4684112,2458063,4303118,8426,4675686,14060,360170,254856,1045599,371275,122369,359849,194399,184658,483359,585869,264780,149359,1860424,313388,502017,999943,714830,1860424,999943,435452,446352,472232,2221322,469111,5769902,1356058,592567
17,2014-01-01,12821497,4830038,6295915,6525582,37.9,397436,408589,427108,260062,172162,88740,90422,266135,454479,443198,420224,404320,413405,428672,423041,161290,214985,126371,164710,210099,141562,95207,83698,379521,393757,409848,250240,165114,86413,84799,258808,443317,438307,421333,406176,422013,442449,445723,171572,232936,141820,186378,250247,184258,140699,169854,7894286,12673412,12364795,12044540,,10234674,8682343,6787440,,,,,,898381,1796057,685343,2174842,15037,20105,232739,2174842,10646655,42330,33067,107064,97347,129730,80691,554656,581125,63575,34463,314802,194284,210540,220865,206622,209338,198458,201578,177177,359558,469039,613917,452341,298758,335066,367695,12523283,1635603,0.4816,5347268,984,110000,187200,305200,4830038,1641003,517230,113418,63102,3144791,306831,302751,346168,341128,204909,194479,372986,131643,38500,72291,336268,1968,2300306,1712705,3117333,661803,8538,6329,2926561,724953,846,29.5,117808,382024,131691,96775,132569,171775,197433,203872,142445,64611,3189035,32397,2034106,951919,620675,902341,593499,366959,204453,15670,6417,308842,69791,63108,690656,701588,750699,736057,354523,808989,489190,686871,614842,5833415,182578,290729,316310,522837,1672908,1767754,612583,253956,169136975,578636,229402,4962939,486708,199271,4476231,297900,692622,1801833,1955687,568857,847698,1230951,964587,2267535,1801833,2470729,1155958,2492430,126640,311008,211181,80260,106258,459747,346299,1641393,6225964,437139,6679997,3554677,6124144,16894,6663103,66259,568457,328620,1426656,453391,120002,753276,294078,226871,669968,735339,394511,188536,2370095,448917,940636,1393893,1072423,2370095,1393893,642255,668169,691482,3281552,702516,9274377,1616278,629685
39,2014-01-01,11641879,4654075,5703967,5937912,39.3,356158,364904,381863,236227,159095,83433,81108,229404,393824,363447,350595,342335,368484,392569,405748,157204,212336,129721,169754,204267,144488,92737,84266,339775,348619,365846,224776,152101,78172,79030,224283,385070,363140,351759,348864,376196,407180,429172,166350,229951,142146,189626,245127,186771,136152,167806,9220638,11507938,11231285,10945946,,9332790,7937085,6044224,,,,,,253618,1418048,247987,431327,17723,18848,284253,431327,11210552,14110,9730,84715,79057,21314,13755,631335,663856,54533,30304,333406,226269,234656,241376,232036,238321,218745,224516,195864,374620,479196,586108,392130,241243,226944,208645,11319092,1645986,0.4653,5188270,788,86700,140000,217400,4654075,1582848,534195,96114,49171,3560951,233897,223313,229485,248769,207045,109493,178311,195463,45961,78298,324252,1968,2145423,1700315,2953760,665302,6895,8503,2618168,715041,625,28.2,117769,337757,122775,86641,124053,171119,189177,206050,158022,69485,3071227,9048,1944435,1113522,543528,795810,488295,309753,156401,14909,7232,307515,67765,60633,748641,752233,848856,838746,425253,658730,356906,263022,330062,5222449,121728,220315,164532,380845,1541967,1751076,673086,307101,122560035,87570,83286,4949445,423056,2231,4526389,314095,681630,1370810,2333362,543607,613112,1080640,786160,2639478,1370810,1799448,834760,2305877,115334,250162,153865,35376,109633,569866,302105,1536341,5549577,343232,5901307,3431483,5442764,8498,5892809,56560,506256,293113,1338511,357138,91135,851322,244720,208714,638638,534922,280178,148370,2026041,416148,943617,1209670,954101,2026041,1209670,574355,591136,615022,2848490,615907,10174971,250520,87406
19,2014-01-01,3132499,1256855,1554481,1578018,38.1,100506,104367,105386,62435,47632,24697,23990,68978,99723,101108,99404,88682,93739,101437,104817,42679,57561,34355,44239,55674,40005,27572,25495,96924,99659,100772,59983,44690,23953,22498,64656,96093,96609,95418,87513,92343,102069,108571,41219,59076,35348,48052,62021,49756,39373,51422,2695888,3094074,3014666,2935069,,2484354,2081373,1568061,,,,,,100396,107471,74640,183296,9067,2806,56468,183296,2949203,3872,2182,6397,3926,9429,5375,173574,191995,58580,31085,68502,55656,59026,60647,59917,61240,57473,61014,53332,104907,137981,178095,116267,68003,61585,53210,3030572,353634,0.4421,1386722,766,87100,142300,222500,1256855,362703,129867,25479,13482,1016355,55337,31756,47581,51563,53875,49302,28740,51765,22816,40170,72207,1969,634021,456345,800510,141963,1207,1507,730032,148354,621,27,30591,72286,25894,18747,27521,36027,43858,47675,40407,19697,894152,2945,542373,281283,177203,231043,162893,115963,41484,3690,1756,68150,19558,18072,363564,275199,260815,210243,89947,133787,62579,52002,59863,1507999,51801,75272,33898,71845,372178,489806,214824,108202,28835960,17435,16984,1416582,131548,72,1285034,100084,238423,395820,565437,152796,132751,288291,166709,648137,395820,477737,191197,679510,43464,66517,33333,11516,20350,142500,82553,400233,1609481,65216,1676339,808015,1583271,1642,1674697,60616,118143,103031,392745,122893,26081,240151,68328,49200,188110,117556,76718,45909,574880,153472,277479,339553,264097,574880,339553,160887,164001,159321,802285,183701,2701004,118709,48880
26,2014-01-01,9957488,3909509,4899118,5058370,39.7,293111,305110,322016,203374,138903,76663,74862,214985,331851,297916,291756,289022,320074,344126,350830,137589,186436,113006,146845,185639,124857,79592,70555,279263,291484,308026,193714,133123,72166,73251,205222,319172,296910,294852,294670,326234,354837,371246,143774,199976,122719,161277,213767,152714,114420,135553,7489371,9846021,9619452,9385114,,8027949,6772215,5151271,,,,,,322866,1360345,303059,497897,45772,14334,244246,497897,9459591,19651,12454,81615,73837,25618,16562,526112,561885,54938,30336,270974,182415,193595,200896,194588,201336,185299,189195,166406,318176,400946,485187,329368,202211,201893,187024,9731374,1457008,0.4664,4580939,850,82000,146200,235000,3909509,1132395,671430,62902,46792,3310218,208976,107731,119258,193845,162898,94880,140005,242072,36909,54480,355865,1970,1851321,1395129,2514380,574471,4784,6314,2196098,557513,691,29.8,87522,270176,91371,66141,90599,119762,130890,135027,99799,41108,2777114,10879,1681021,1040399,313594,661175,423131,250023,150725,15109,7274,238044,57302,50629,596301,630779,696900,659652,308878,535625,309388,272452,320022,4329997,101150,174997,124396,305124,1327568,1513527,529812,233478,105990790,61568,59491,4110477,396427,845,3714050,229387,636753,1179677,1695208,515266,559642,1074799,641536,1966809,1179677,1552019,757375,2226818,116497,216295,144444,34914,89557,426029,311319,1339055,4598487,321008,4923316,3104633,4504994,3821,4919495,54265,437482,240108,1077151,249639,68361,853474,213677,157295,504628,435479,197724,109204,1659703,363017,778755,981395,815617,1659703,981395,476846,500762,534635,2487658,590680,8486297,279967,96044
31,2014-01-01,1904760,754063,949910,954850,36.4,67859,67718,67602,39442,27307,13668,14948,41167,64390,65885,62535,55944,55660,59732,62220,24543,31666,19820,24724,31581,22081,15354,14064,63953,64572,64357,37015,25586,14545,13137,39421,60569,63533,60669,53511,53974,59682,63150,24256,34464,20290,27509,35129,26737,21525,27266,1512314,1879758,1827015,1772948,,1483161,1242463,956383,,,,,,83089,88442,43839,203281,13918,1982,39893,203281,1701479,2221,1292,5339,4163,10339,5929,95431,105560,59116,31101,40512,31484,33014,36057,36302,37232,36912,35040,32310,63275,82615,103433,71539,42044,38623,33671,1850245,213790,0.4433,830749,805,94500,147800,225500,754063,255496,76686,14921,5535,602873,33073,16122,22024,32545,39104,31044,25227,28424,13735,23399,40552,1972,379707,270029,484034,69211,672,933,472518,97382,648,26.4,19745,46168,18398,14586,19983,26251,32888,36403,28067,13007,498567,1892,303343,158257,136932,153480,109829,75613,30474,2820,922,43651,10280,9393,223659,173223,165600,138795,57817,84933,33044,27662,32637,937370,26141,43544,18815,40465,223864,294056,127808,67870,17405100,6531,6131,892182,88467,130,803715,51951,130043,258291,283361,93059,92723,192857,110739,326549,258291,319965,130925,415959,25427,42820,23214,9129,11673,68498,53060,233821,993836,36545,1035610,447551,980914,5229,1030381,43217,76668,68101,240872,74480,18603,103037,43601,40377,114021,85834,56993,28032,370034,98724,143165,218233,163680,370034,218233,102174,104167,102628,504889,107841,1574067,131151,59587
55,2014-01-01,5778394,2343129,2872376,2906018,39.3,172146,182519,190095,114824,79564,41934,42312,120433,185965,186545,182487,168620,183678,204999,210262,79682,108551,67157,85515,102331,71432,48926,42399,163774,175234,180396,109955,76762,40119,40702,116736,175496,181898,175676,167561,182165,206834,214517,79666,111592,67740,88529,116096,85194,65760,83616,4711038,5714267,5579736,5442474,,4639447,3930889,3006194,,,,,,156733,361909,158198,385779,46149,4807,108838,385779,5392615,7289,4552,20403,16431,19286,11322,335343,360857,59209,32018,115992,106603,108024,113641,112435,115627,108363,112278,99091,193488,253997,326010,219125,133762,121032,103661,5628213,668220,0.446,2681232,837,116200,173600,263300,2343129,775089,338103,40200,21812,1785339,113291,172688,99630,132237,91675,102024,90624,93043,29219,49773,149246,1973,1147230,858674,1484455,283261,2777,4307,1288943,287726,703,27.8,46280,160385,59176,44742,63529,82991,97123,106768,82585,31510,1568040,6797,1008935,519241,274936,393049,268312,184787,72515,7989,3021,124737,34138,31289,503734,461798,463334,407033,192614,303349,168692,130736,157614,2788904,89410,131484,76932,158139,746275,941302,347635,149778,61376460,51391,49533,2601098,232054,281,2369044,146654,422227,762210,1077539,264540,285851,549888,317174,1216570,762210,942508,398280,1236655,84407,133905,75849,18269,46820,266977,160945,787172,2964540,124792,3092330,1547117,2920388,2998,3089332,69034,253278,167256,693627,178252,48214,541654,122460,102325,328771,247109,133175,79385,1068930,253223,525336,622193,494858,1068930,622193,285752,293968,300208,1425678,326935,4967985,249830,97015
