geo_id,do_date,total_pop,households,male_pop,female_pop,median_age,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_pop,population_1_year_and_over,population_3_years_over,pop_5_years_over,pop_15_and_over,pop_16_over,pop_25_years_over,pop_25_64,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,not_us_citizen_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,hispanic_any_race,not_hispanic_pop,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,median_income,income_per_capita,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,pop_determined_poverty_status,poverty,gini_index,housing_units,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,occupied_housing_units,housing_units_renter_occupied,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,median_year_structure_built,married_households,nonfamily_households,family_households,households_public_asst_or_food_stamps,male_male_households,female_female_households,children,children_in_single_female_hh,median_rent,percent_income_spent_on_rent,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,different_house_year_ago_different_city,different_house_year_ago_same_city,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_less_10_mins,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_35_44_mins,commute_60_more_mins,commute_45_59_mins,commuters_16_over,walked_to_work,worked_at_home,no_car,no_cars,one_car,two_cars,three_cars,four_more_cars,aggregate_travel_time_to_work,commuters_by_public_transportation,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,group_quarters,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,less_than_high_school_graduate,high_school_including_ged,bachelors_degree_2,bachelors_degree_or_higher_25_64,graduate_professional_degree,some_college_and_associates_degree,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,employed_pop,unemployed_pop,pop_in_labor_force,not_in_labor_force,workers_16_and_over,armed_forces,civilian_labor_force,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,management_business_sci_arts_employed,sales_office_employed,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english
20,2014-01-01,2908776,1124549,1449413,1459363,36.5,99309,102996,102582,61169,42080,23953,24550,66267,99768,96800,92248,85304,84853,91287,96152,34742,50326,30458,39388,47475,33026,23116,21564,94893,98404,98211,57981,39314,21468,20205,60719,92544,94108,88271,84568,84162,92935,96511,38292,54027,31794,41515,54390,41954,32691,40406,2214543,2872135,2794210,2714574,,2272565,1894675,1456898,,,,,,126705,163713,82887,340616,19504,2302,83384,340616,2568160,4864,3173,10464,9505,17407,10308,139783,154754,57422,30757,65369,49481,51662,53743,57200,57142,53796,55380,48322,92506,120175,147236,100104,59025,58781,54627,2825033,350280,0.4584,1266378,831,81700,145400,231200,1124549,378704,141829,32810,13703,920894,57417,32343,45195,49126,46512,31430,26690,55974,16165,28892,72120,1973,571526,392892,731657,96562,1164,1681,715545,146327,633,27.5,28853,72549,28425,22216,31228,41618,47360,51984,37094,17377,745845,2479,445487,267852,188506,227290,159859,98445,55500,4447,1467,67431,18001,16069,306105,245307,239390,199466,80803,133616,58398,44524,52001,1359610,33452,63382,26320,60736,336920,440293,188830,97770,26202845,6898,6397,1299825,129959,130,1169866,80068,161016,394462,415835,152303,168742,289742,175719,492819,394462,502797,228614,603061,25986,70835,42456,12938,20327,102893,81925,357360,1428660,65038,1511705,760860,1422992,18007,1493698,46532,116543,90820,352931,88306,28040,176981,64254,64417,153119,136580,69792,40345,543697,137536,209284,300794,237349,543697,300794,158110,160072,158932,778732,169264,2397762,209025,84111
18,2014-01-01,6637426,2553818,3271068,3366358,37.6,214555,223689,228198,139211,95055,49742,51584,144082,220237,209798,209675,200135,209750,219912,218036,84381,116561,69721,89334,111555,75560,49330,40967,203744,213565,217808,133523,90559,51239,48202,132855,217332,209565,209727,202177,209651,225242,230896,87895,122782,75016,102245,129824,97057,70047,85407,5275162,6558995,6390181,6219127,,5243518,4399815,3403752,,,,,,207242,610343,143883,450267,12125,9793,133720,450267,6187159,7670,4888,35169,30609,23552,13615,358124,365610,54325,28461,161937,117149,130218,132008,132773,135371,126209,128048,112088,218078,274815,335317,214337,125469,113344,96657,6435742,908359,0.4501,2870670,807,85200,135400,206400,2553818,793086,316852,63479,30984,2087452,107460,72091,101364,135091,102143,62138,62947,139156,37265,66150,167577,1973,1238730,885425,1668393,284689,3430,4702,1574293,394208,634,28.9,66744,169054,64653,46853,64139,82403,92518,99177,75127,32418,1760732,5608,1158794,615597,335944,480397,306939,184637,110465,7972,3865,173458,43626,39299,454616,459694,494060,443667,207656,361344,200238,173218,195976,2990469,64980,116603,84989,166509,821432,980944,399315,185618,70549870,31522,24684,2851074,272480,1563,2578594,187679,382510,727108,1248789,293011,304487,605831,502624,1475931,727108,938197,412800,1281352,67692,130541,74284,29543,65051,315854,165675,848640,3164414,180969,3348477,1895041,3107072,3094,3345383,41216,278310,187588,725412,165025,48899,600516,145709,107120,351072,263974,168767,80806,1066465,277436,626386,671079,523048,1066465,671079,352958,355220,360060,1680206,356963,5686192,288582,114031
06,2014-01-01,39148760,12965435,19453769,19694991,36.3,1268862,1274390,1307143,785629,534964,300238,291051,861027,1571925,1467111,1335677,1271347,1287549,1280116,1203213,452961,602955,362895,472769,589271,405391,273776,253509,1211817,1224929,1249526,751359,511626,272441,270702,814171,1470739,1394237,1309353,1268788,1290222,1297966,1262708,483344,653217,402402,540203,693891,499498,373791,448061,14695836,38691041,37697960,36668081,,31109195,26218885,20903428,,,,,,5184310,2164519,5525439,15221577,138427,97763,1166288,15221577,23927183,369441,315313,155632,139162,913861,591926,1065000,1159007,71228,35021,656515,573531,499894,536077,510114,513108,480115,495884,439574,880868,1184505,1589511,1225091,877148,1082448,1421052,38407403,5487141,0.4891,14084824,1429,294500,475900,747900,12965435,5880000,1119389,217600,83128,8157883,991403,344085,777985,859787,731491,691834,995111,520262,152162,230279,849660,1974,6437416,4050207,8915228,1321440,31479,22486,9073655,2027099,1309,32.8,296668,1590266,570435,400951,531852,642059,679934,614966,385217,167652,7085435,499892,5022699,3086777,1746334,2857888,1894609,1055040,748726,59410,31433,963279,257298,232574,1592067,2091265,2490499,2394143,1009007,2543384,1192253,2063568,1507217,16883403,474721,1020810,576270,939034,3993143,4838980,2070226,1124052,494472730,910567,588949,15039427,1835455,210027,13203972,819479,2051313,5445781,4786892,1498152,2222636,4083998,4475565,5391120,5445781,7077687,3272956,7633463,349154,926783,617149,515015,395093,1010176,1013424,4826794,18309012,1321502,19758291,11350904,17904213,127777,19630514,419569,1915998,1132708,3839707,1111863,538456,1706099,967240,802252,1947161,2457308,941194,529457,7076526,1653964,2216522,3968498,3393502,7076526,3968498,1945687,2035100,2156811,10468812,2683203,20487071,10529621,4253679
54,2014-01-01,1829054,734676,904196,924858,42.4,51075,52365,54629,33334,23822,12696,13304,34599,56442,53366,54838,57543,59124,61837,64397,26362,38742,23682,34347,39409,28334,16488,13461,48216,49735,52415,31604,21573,12830,11802,32971,54446,51994,53372,57009,58670,63121,67839,27711,40552,25817,35548,43909,33205,23833,26686,1684756,1809965,1771511,1729763,,1499244,1292084,947365,,,,,,14627,65597,14353,27522,3546,3060,29911,27522,1801532,773,648,4572,4558,1333,1347,112898,121526,44921,25479,65896,45760,48995,48193,43670,41840,37184,36317,32269,59234,72500,80561,50327,28448,23866,19616,1776501,315464,0.4643,890715,711,65100,115000,188000,734676,198796,156039,16898,10687,629123,20041,17663,24893,25930,15360,9988,12851,134340,6816,17913,67051,1974,358834,258841,475835,126135,826,933,373373,89847,523,28.9,36528,39508,13105,9945,14579,18099,19670,19863,17847,9652,535880,873,250005,170528,36685,111965,67403,37616,24608,3026,2153,44562,11440,9357,107222,103438,114676,98698,43091,79223,41557,64356,51318,703579,20940,24213,20251,63583,253490,272649,102169,42785,18163160,6627,5615,667619,66722,175,600897,48019,91975,158032,436424,77117,75727,163476,174230,523536,158032,206328,103718,332568,13174,28864,18010,10775,25869,112156,41614,250462,742615,53750,797423,701821,727792,1058,796365,31148,70759,45449,204050,30532,10690,59493,31875,51266,92959,57959,40276,16159,248704,81401,103468,164768,144274,248704,164768,82645,85407,83013,393995,83250,1686899,17189,5818
50,2014-01-01,624977,259589,307973,317004,42.9,15391,16449,17800,11376,10848,5426,5569,12681,18658,18035,17074,17672,19930,22383,23844,9566,13424,8240,10721,14106,8228,5924,4628,14285,16075,16150,10820,10178,5216,5016,12002,17823,18298,18188,17616,20166,23822,25428,10368,13850,8110,12301,14778,10214,7240,9060,581023,619499,607670,595301,,521723,439695,326145,,,,,,13289,7602,10541,11677,1867,898,11199,11677,613300,468,331,574,225,608,360,40035,45303,60076,33238,12826,13380,12180,12483,11650,12759,11179,11121,10707,21360,27568,36469,24831,14831,13362,12883,600334,67034,0.4466,333013,972,152700,223700,326000,259589,76019,73424,3293,3242,221521,13428,19162,20777,15575,6333,7927,5306,22870,3164,6488,10867,1974,124868,101183,158406,33369,279,652,118346,24391,846,29.9,5766,17382,6026,4720,6826,9050,9632,9144,5281,2192,183570,1334,115541,65619,14007,34727,24646,16900,6638,737,371,10081,2928,2625,53428,46214,47467,42101,19580,34911,19051,16774,19823,299349,17852,22275,6591,17260,88749,105489,34570,13521,6858930,3971,3637,271998,27960,215,244038,25375,37513,97034,112989,23545,47484,53652,32707,128172,97034,124341,67072,114710,7366,16343,12335,1520,5575,31493,14515,89147,328742,13878,343168,178555,321624,548,342620,8652,31833,23391,93787,14725,5835,34874,14151,16137,38810,29154,10379,7014,137010,32386,37655,65406,56285,137010,65406,25538,27202,29950,146071,39485,561094,6451,1223
23,2014-01-01,1332813,556955,652299,680514,44.6,33208,36685,36809,23992,16645,7905,7814,24183,39578,38216,36633,38475,43732,49817,52468,20335,28353,18783,24966,29707,19329,12801,11865,31229,34016,35869,22853,16257,8151,8287,21013,39039,39013,37688,39921,45494,51691,55803,22106,30359,20023,25397,33552,23801,17484,21468,1244525,1320166,1294877,1268376,,1109357,967897,708721,,,,,,21424,16990,14814,21421,7722,843,26240,21421,1311392,720,564,1058,748,1241,668,88592,97617,55425,31253,33789,30791,29911,27098,27207,28358,26883,24690,23151,45847,59728,74153,49024,27811,25562,22952,1296990,161743,0.4527,739077,831,114100,184500,282400,556955,154836,182122,10857,7448,518686,16902,36598,41763,27496,11306,13617,11097,61323,7014,15312,35491,1975,272403,208996,347959,83988,951,1733,254661,54083,724,29.3,13058,32413,12250,9110,14191,19979,18088,18071,12771,4905,402119,2282,249814,141557,32156,74945,50338,34348,13120,1768,1102,24607,8099,6954,106604,93367,93495,83180,40953,70234,41705,39084,45652,614274,25602,37525,14647,40732,187029,222888,75426,30880,14754580,4159,3384,574444,62978,132,511466,36011,96570,190172,260693,59404,78014,130205,74426,308013,190172,223489,109107,286179,18979,32167,19110,4292,11974,70894,37289,194705,665188,32203,699180,410177,651799,1789,697391,17032,59000,45754,184533,41533,11682,59570,30635,27514,87900,60570,25429,14036,247467,70257,80074,146416,120974,247467,146416,56424,57942,62701,287204,66489,1188798,11461,2519
29,2014-01-01,6090062,2396271,2988772,3101290,38.5,191209,194598,201574,122092,82610,45190,43901,125747,206022,198711,190079,175047,184785,203502,204846,78470,108973,64196,85541,112267,76976,50603,41833,181723,186985,191061,115821,76296,43329,41696,121392,205093,199198,188912,179482,189784,209889,220493,83330,116530,70898,97292,131292,98004,70311,82479,4848330,6018622,5868959,5717130,,4864065,4124838,3143146,,,,,,131589,699730,115311,249105,23566,9826,138157,249105,5840957,6563,4071,41025,37067,12471,7721,321246,337053,53560,29537,158836,118404,122333,127388,124137,129224,119243,120404,104302,195669,249084,300226,195077,115715,111519,104710,5907190,837930,0.4639,2775635,809,89800,151600,236900,2396271,794426,379364,57916,30202,1949251,93580,92309,130253,109545,97071,57752,71300,172502,34492,65982,133539,1976,1152270,855696,1540575,291283,3411,3963,1385063,343073,620,28.2,66185,162589,62018,46103,62087,85607,96175,105416,75379,32867,1601845,6641,992529,647868,261897,426258,279727,176966,89909,8762,4090,146531,33960,30327,410287,389761,440979,416209,186036,364252,181416,142124,186849,2717913,55495,137750,75130,167384,785304,912598,364965,166020,64254060,40311,36497,2588131,250024,2559,2338107,175058,323751,729543,1076664,298310,329182,624735,430529,1266430,729543,962175,451540,1246796,54496,125821,77224,21299,62769,269067,169900,780576,2888094,155958,3062496,1801569,2855663,18444,3044052,49448,263820,181680,698248,199399,56431,330525,137761,122054,340378,279172,151586,77592,1053667,254642,421509,656813,501463,1053667,656813,306435,312914,310231,1498474,320974,5367705,145831,52262
27,2014-01-01,5527358,2167801,2751748,2775610,37.9,179875,186233,184617,110022,72331,37892,36115,109878,188730,194922,182777,164773,174263,190011,194870,69964,100279,58582,75006,93172,63535,42503,41398,171865,177695,176879,104421,69724,35357,35401,107291,179320,189972,176299,161719,171011,190429,198585,72268,101458,60585,80594,102752,77644,59403,74938,4438071,5460483,5320094,5175618,,4379008,3731762,2901650,,,,,,228113,336505,260797,292764,53168,7021,137233,292764,5234594,13481,7990,19469,13131,15059,7882,309232,330404,68411,36245,95813,84069,80874,87853,87858,89569,88183,91810,83183,165587,224732,303935,221933,151454,156891,154057,5403634,547442,0.4515,2420473,944,141500,211800,312500,2167801,616511,252672,27318,16423,1625616,178197,52312,50352,53247,82485,122997,173691,80828,35499,55253,108607,1976,1103647,772287,1395514,196875,2895,3448,1291607,253116,850,28.6,33581,133038,47679,36428,54129,71486,80287,79731,55109,25043,1551290,9368,1034568,531502,221220,411663,301384,217598,72258,8887,2641,110279,30824,28776,430201,396501,424117,402565,199727,341844,190635,148793,182483,2716866,78319,162940,74023,148982,640394,876699,344721,157005,63975625,103390,93750,2488145,244564,4242,2243581,132860,424424,871363,814573,250536,315403,541561,262401,930058,871363,1090558,451419,1216521,81682,154461,85315,16788,30084,203313,157744,729387,2931458,119218,3053005,1326003,2879806,2329,3050676,62944,245435,173411,740013,208236,50572,392925,127492,101598,323381,287073,134249,84129,1194621,234661,402996,621782,477398,1194621,621782,285157,289154,292867,1396590,295732,4571735,200863,82528
46,2014-01-01,864289,341565,435761,428528,36.8,30977,30696,30106,17744,12278,6402,6585,18210,30057,29579,27302,24139,24337,27377,29641,11162,16463,10764,12331,14955,10305,7280,7071,29430,29294,28910,15909,11125,6060,5710,17770,27370,27283,25175,22987,23068,26921,29562,11194,16658,9643,12936,15953,12326,10051,13193,710810,852792,828523,803882,,673638,567083,430275,,,,,,18953,15840,12540,31995,72263,647,19958,31995,832294,650,319,910,514,1412,929,44428,52347,56499,29801,19651,16586,15062,16097,16961,19342,16256,16431,15018,28790,37893,49022,30544,16219,14305,13388,834921,113144,0.4457,387637,722,89000,159100,242800,341565,108929,46072,7200,3064,264298,13867,6753,12914,14633,16420,15829,8995,33726,8507,15641,17229,1976,170352,124580,216985,35169,239,362,213066,47623,608,25.7,9416,18975,7198,5704,8083,11398,14205,15797,11817,6336,232636,925,128765,77707,54707,69152,47133,34201,11560,779,593,22019,5832,5332,119656,82587,75684,52348,18495,27369,10685,12417,12228,411469,15269,25056,7547,17674,97658,125120,64298,36815,6975110,2448,2354,388474,37944,44,350530,34008,65075,112426,147729,36032,34166,84293,46944,173262,112426,128841,49051,185400,11458,19084,8573,2652,5240,39143,22830,108980,442773,16252,461750,211888,436525,2725,459025,29129,39830,32118,107772,31914,6524,45662,19596,20303,50581,27637,18799,12908,158390,48575,62029,97730,76049,158390,97730,47189,45245,44269,216569,43269,751991,16103,6013
24,2014-01-01,6003435,2192518,2910323,3093112,38.6,186840,190426,191702,116895,79087,41166,39688,117449,209055,201992,191659,181182,197922,211521,201096,73391,101386,59610,77909,96912,64474,41872,37089,179334,182217,184210,112553,75966,37006,37144,116894,207708,209316,201341,192099,213331,229151,220599,81418,115354,69024,91215,118940,86661,60222,71409,3084868,5935995,5788964,5637261,,4809210,4114858,3239521,,,,,,440537,1759438,371981,588912,10949,19368,165654,588912,5414523,25450,20199,119651,98758,35519,19004,222811,232730,81868,40517,103376,63381,65727,66417,71878,73649,72866,76848,69274,149066,201098,286460,238462,174830,222637,256549,5862050,553496,0.452,2437740,1357,203500,305500,453100,2192518,728577,245222,48476,25716,1253733,521939,36313,55328,120207,199614,54153,161051,34578,34781,61091,129309,1977,1053860,725964,1466554,245670,2955,3439,1344177,340364,1201,30.1,38659,171077,63280,49055,63378,83023,95155,88266,54215,22469,1463941,26554,1072008,588905,182917,423297,276537,187939,78093,7876,2629,146760,35095,31961,210566,271383,351856,368368,177427,429585,269561,449931,350865,2879542,70350,142425,122878,196253,704499,813872,322158,155736,94750060,258397,122601,2506407,273373,111886,2233034,140552,273518,877641,894293,244463,522662,534708,409757,1021847,877641,1335103,752924,1052689,46351,155017,145161,27128,49480,214555,147624,785316,3051333,181089,3261655,1547555,3021967,29233,3232422,15075,258134,207235,726217,184340,64068,135715,168007,331518,291465,473202,141078,55279,1392767,236722,274402,623723,523719,1392767,623723,295686,296358,308523,1544732,356472,4599111,450150,200382
30,2014-01-01,1041732,423240,524220,517512,39.8,32041,32428,32877,19675,13789,8742,7621,22453,34244,33057,32959,29195,29955,33003,36495,15636,22215,13700,18214,23139,15307,9545,7930,29769,31113,31350,18339,12649,6482,6914,21223,32246,32412,31222,27533,29146,33798,38760,15851,22717,13298,18546,22874,16596,11503,13171,898953,1030154,1005766,979922,,838808,714267,530444,,,,,,10716,4348,7806,39019,64643,486,25771,39019,1002713,272,272,413,234,1868,1287,55859,68321,52559,29765,27058,22449,21411,23392,23565,23372,21503,21227,18170,35694,45157,51580,34101,19422,18200,16939,1016407,139063,0.4592,505685,783,134200,219600,328900,423240,136687,82445,9317,4230,350121,18461,15154,22318,14651,11077,9307,8440,55335,9322,16085,23861,1977,208772,163011,260229,44038,259,705,227592,40820,676,27.8,13948,26309,10103,8158,10215,14711,16301,16256,12808,7878,286553,2777,162315,107887,51646,71257,51530,30736,18006,1876,912,19727,6305,5561,124061,96868,91710,58516,17733,34307,11731,18514,13906,467346,25889,32503,10074,21492,116988,157485,81293,45982,8401340,3852,3702,426229,48075,34,378154,28869,64097,148624,175345,48081,52011,121715,48608,208896,148624,169253,74246,233893,11822,25386,13955,2261,6701,44705,32474,137304,507249,22433,532854,305954,499849,3172,529682,34417,56889,41436,118555,27939,8722,23909,25365,30418,59466,42671,25646,11816,186543,63152,54159,106780,96615,186543,106780,50448,50649,48902,237746,50431,939716,14762,3365
33,2014-01-01,1343622,528078,664983,678639,42.7,32777,36680,38934,25686,19324,9623,8856,28068,42722,40204,38624,38820,46684,52806,54593,19758,26922,16994,21998,26638,16705,11045,10522,31302,35323,37675,24186,19456,9195,9239,25183,39176,39439,38050,40177,47359,54071,55894,21091,27741,17026,23587,29472,20468,14689,18840,1214547,1331607,1306752,1279543,,1114817,952115,724131,,,,,,36381,17622,35848,48356,1838,1323,23818,48356,1295266,2291,1390,1562,788,2695,1522,91600,96428,74057,38548,19962,17120,19075,19686,19732,21875,19149,19683,18692,38093,54158,73982,58038,39393,44900,44540,1300664,102352,0.4384,630955,1077,173700,252800,353700,528078,153320,102877,6780,5056,402386,33911,34093,35159,29417,19581,27753,12916,35510,6635,11478,23638,1977,277398,179173,348905,42279,723,961,262563,50353,951,28.8,7762,32090,12980,9159,13879,18957,21197,20207,12168,4921,374758,2684,248258,140069,39527,75482,53350,35894,15766,1192,498,22132,6422,5865,94457,89620,91817,87671,44781,81085,51086,66064,55194,661775,19003,45262,12717,27300,158298,219548,83686,39246,18063450,5806,4727,627473,55820,204,571653,42580,96387,213277,223340,58100,101226,119591,67607,263005,213277,273376,134148,274078,18883,42445,26600,4559,10430,61234,36612,200763,724017,30392,756239,358578,707037,1830,754409,5816,62932,49932,178501,46350,15133,89824,31489,28427,90149,78667,26669,20128,294175,61592,87642,163856,116752,294175,163856,57265,62205,66312,310284,74999,1178986,27776,9702
72,2014-01-01,3386941,1205075,1612865,1774076,40.9,80711,94778,106025,69871,47774,26341,26038,69305,110292,95444,98687,102939,103233,105233,101240,41237,54988,35622,53901,72699,53446,35262,27799,76927,91178,101679,66776,45986,26232,25043,67879,112589,103727,110871,112160,114923,122305,116448,46793,70666,41697,64608,91073,68708,48052,47756,28015,,3298854,3229303,,2793000,2364398,1723775,,,,,,,3107,2337,3349340,59,2289,1750,3349340,37601,332,206,25393,24740,205002,195021,2432,1860,20166,12451,333145,143400,122665,96672,79401,67526,56023,47119,38180,61015,59464,46497,22355,10992,10094,10527,3356773,1495160,0.5475,1563159,474,81300,113500,161800,1205075,384670,358084,35367,30696,1063080,183401,53659,51091,67919,48506,27683,62383,5413,2304,13188,55283,1978,463150,377256,827819,483867,1317,1454,687945,311612,368,32.9,174980,64434,18564,13891,19156,22763,24706,21884,16259,8033,820405,1868,323088,,,186844,64890,41301,17398,2929,3262,121954,26636,22045,83038,114606,147716,140021,51250,163080,70374,125143,84004,979232,29478,22024,38803,198512,516040,347344,104866,38313,28621900,20074,7978,910730,82520,3790,828210,37244,235051,428310,599597,36342,117015,255778,,,,500002,,,35115,59169,28050,58755,39967,132649,52226,405931,1028500,209950,1240033,1552967,1001256,1583,1238450,13830,99529,54464,242192,56070,18417,91761,56200,90322,137171,102012,38306,28226,333099,95111,114543,271820,213927,333099,271820,153399,167210,174626,833433,220656,172926,3051305,2495431
41,2014-01-01,4081943,1591835,2023021,2058922,39.2,118970,122957,126795,76339,49816,27326,26926,81255,145960,144020,141355,130661,129889,127306,128966,53391,79320,49550,66626,80271,52718,32741,29863,112957,119662,118774,71724,48213,27353,26395,75788,140633,141840,138795,126958,127705,129210,137946,58438,85754,53351,72996,89182,60376,41473,53399,3103557,4040093,3946883,3850016,,3313374,2850693,2168147,,,,,,228412,74356,172505,523956,36776,6410,149082,523956,3557987,10918,7754,5535,4419,28504,15547,202714,226178,59393,32045,95003,70503,74158,74284,78482,76181,70998,71889,64622,126644,166000,209965,142816,88215,90895,91180,4004544,565247,0.461,1750539,1050,186500,287300,421500,1591835,606312,158704,23382,14549,1110754,78359,48652,75958,78481,66304,56819,89220,141071,30712,39459,92566,1978,772458,585966,1005869,279394,3035,4320,868178,185694,912,30.9,34967,150120,53247,39512,52089,67301,75322,70835,44659,18260,985523,12100,652774,466312,225872,266708,187314,108316,68881,7014,3103,79394,22920,20353,277237,271894,291327,257425,111405,214960,108658,112268,120456,1765630,71623,129763,61043,119031,506131,601202,247900,117571,41907850,85300,65312,1545544,188867,8646,1356677,87976,249852,583144,530622,232529,247490,499948,274182,656365,583144,731709,354673,982329,46547,96859,62549,20314,33894,127164,131545,518872,1934643,123485,2061035,1252339,1895393,2907,2058128,62607,191152,117731,443424,106898,34736,220758,91476,88162,226575,211558,84509,55057,748718,173847,246118,413993,351967,748718,413993,194663,192324,198466,955719,220065,3257469,350236,135261
40,2014-01-01,3918137,1474620,1941576,1976561,36.4,135154,137262,137209,81186,55006,30637,29915,84040,139956,135278,125658,116665,114931,121758,124069,46274,64471,39034,51888,68963,47262,30719,24241,128838,130543,131984,76530,50273,30957,27648,76954,134805,131742,122208,116843,114977,124032,130974,49921,70209,42598,60063,78917,58739,42796,44010,2586110,3868574,3761212,3654145,,3063396,2574001,1984771,,,,,,152992,282622,82318,407521,280638,4790,270156,407521,3510616,4677,3287,16898,15594,20221,11806,167520,180526,51424,27432,104686,79794,80385,81892,81511,79230,73745,73955,64010,121219,153601,179466,114397,65039,62455,59235,3802004,607810,0.4672,1723230,793,77200,130900,205200,1474620,507582,248610,45820,19952,1254056,33944,32722,46050,67125,58930,30908,34407,162349,33664,65521,90632,1978,718745,499158,975462,202938,1593,2377,958706,239697,613,27.5,55751,97019,38631,28899,37090,48772,61004,65277,51565,23574,967038,3704,534586,387580,259794,301453,193037,104673,78117,6671,3576,108416,27228,24039,296480,277126,290306,261338,105851,206105,79010,76860,85020,1678096,31322,70248,35729,82050,478793,576626,232388,104763,36360570,7428,6831,1615004,174462,73,1440542,110123,198903,428829,677212,191733,157907,415100,313788,806407,428829,511351,219241,805736,33853,72606,39175,20806,40530,159615,104918,471503,1761328,99087,1878306,1185090,1748344,17891,1860415,85058,168588,126336,394752,97476,29882,169679,92364,108207,203801,148046,91688,45451,606210,199324,253463,396349,305982,606210,396349,218824,212810,206598,1005467,204372,3277292,259532,106746
