geo_id,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,civilian_labor_force,employed_pop,unemployed_pop,not_in_labor_force,pop_16_over,pop_in_labor_force,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,do_date
37,1337530,2506215,1987,125577,303621,117293,84562,117778,147608,161387,168014,115735,47029,10042802,4896006,5146796,38.4,6387868,2141818,266004,911674,109502,22054,200915,9131128,50306,3843745,47830,26801,4491090,647345,106471,54784,648,29.7,2455141,14960,1565959,697340,433200,244363,172085,12464,4288,264140,63346,56886,640785,756106,665649,302748,570786,301624,104259815,284936,234345,228916,227496,216961,226490,196231,198719,171321,312536,370829,439110,271840,158795,150301,154919,827,98100,160100,259500,1829450,3843745,1388604,2901680,176383,96894,131633,192008,200009,117492,74482,597012,24639,165727,158725,307442,325417,338814,199908,148066,73977,78340,222422,325820,310159,310971,330301,328893,336393,319016,121942,159246,108538,142246,167005,114717,72693,53680,291416,317173,315697,192183,138099,65044,71448,194712,338870,323281,324365,347249,340908,358213,351393,131872,188207,116017,169225,203944,146862,107406,113212,6934715,2172492,120513,268322,412518,131059,137934,167692,85373,755086,75039,4886759,4550972,335787,3049590,8011388,4961798,16335,10523,135501,119043,44294,20806,456889,438780,1277412,1622020,2288050,631555,45173,4109393,426232,2015,3683161,1075598,429171,55694,434277,329035,1046815,288582,81815,569884,215257,193999,536727,486978,193305,118604,7361,276573,0.4776,713645,252683,1785510,564595,508749,518793,534178,2507958,580664,909419,106782,225297,127705,56565,117917,369043,262181,1265490,5660,1663990,107769,244781,497257,1663990,447318,614573,1045282,779809,1249026,1467760,605605,5247099,9790073,9927547,9676526,1607835,1045282,2076658,79234,227544,4524800,623813,1277412,1483455,425005,511174,1027840,6762644,268993,253065,537500,4297256,911674,9443944,8360831,714126,322260,2015
15,136550,309386,1978,14477,54679,18380,11288,16959,19696,19660,19647,13027,5688,1431603,724635,706968,37.7,326152,27530,517419,148705,2239,1694,282412,1282898,49270,445936,73486,31052,532413,86477,22779,4364,1361,33.5,252435,18638,166018,104933,69524,40446,26420,2036,622,35409,9024,8013,84325,97436,94411,32216,113143,60766,18396595,23431,14298,15293,15164,13731,16542,16852,16700,14892,30955,48599,64879,51173,32445,38040,32942,1500,364300,566900,791200,232451,445936,193501,278164,49947,13153,22050,34781,29348,28450,74700,1454,2125,12820,19306,46558,43450,44234,24263,15891,11100,12058,36316,62284,54767,46202,45062,43170,44416,48517,16925,22625,16079,22606,26048,16559,10862,14643,45535,42258,41267,23641,14107,8479,8461,28071,50706,48639,42331,44182,43083,43930,48470,17558,25894,18906,22205,27998,19414,16871,24962,372252,29644,3899,531268,60801,16585,27824,52888,16959,107008,44452,710239,675214,35025,398193,1152884,754691,35140,38432,1983,1136,6155,4325,21890,26147,205033,240983,311206,62999,48483,570531,95464,455,475067,141240,49298,9644,107685,53542,132463,46133,11272,20047,32454,61079,77536,67106,38761,17492,1151,37802,0.4346,104161,44033,267568,54994,63302,67197,65529,330445,79517,89995,20689,34447,19143,5334,8650,49041,38349,175653,1141,227193,24400,36642,106929,227193,68540,57343,167514,154624,149347,162430,59715,748761,1394121,1414355,1375671,147984,167514,319157,29047,32616,704914,105951,205033,245751,55400,66761,157806,985914,44409,69847,75745,672298,148705,1339510,990112,32014,9831,2015
39,1684560,2922095,1968,117525,341488,129825,92403,125694,173702,186509,202824,157631,65961,11613423,5683951,5929472,39.3,9255663,1409506,231436,411202,15744,14978,270974,11202221,95698,4606655,51075,28001,5156546,549891,95286,56465,596,28.6,3013093,8868,1918802,793419,488694,306987,156368,17426,7913,304725,63778,56491,752872,851208,820607,414350,651134,318938,121174480,351979,242642,251795,255536,237003,258204,227485,229272,194565,372294,482159,563975,368899,203861,196324,170662,746,85000,136400,210100,2123886,4606655,1593562,3527414,229952,225320,233639,256388,208003,104991,177256,192172,14579,72058,312681,351987,370501,383538,239727,160823,82692,82251,225291,383942,359632,348024,347470,369287,407807,403897,154728,213394,127082,168171,190697,133423,94632,84955,337301,348361,370286,228107,151063,80783,81585,222657,380065,362724,343785,361532,376886,421685,432361,159816,229881,140073,187849,230425,175710,134226,172311,9519055,1426291,21901,233468,569616,172916,188118,173426,85754,1006240,6859,5863639,5489742,373897,3424757,9295255,5870498,13451,9371,85298,77558,20039,12457,649247,664556,1329009,1743260,2629808,705359,91645,4897312,418445,1820,4478867,1135359,577005,59551,513686,275279,1308215,357225,90201,851930,244520,206625,644061,511149,277804,149496,8044,291616,0.4637,786107,312145,2664823,691275,576178,601977,623866,2879469,624007,813274,117857,245260,151445,36408,107305,582960,307878,1549113,7700,1961686,166236,387012,248569,1961686,413036,884986,1280414,949620,1554937,1719793,653297,6056916,11295340,11482142,11209035,1674415,1280414,2303257,127226,200420,5381435,679330,1329009,2360280,545421,573041,1078506,7896470,361034,259180,751692,5181015,411202,10924135,10165019,246313,86758,2015
40,496363,969588,1977,58397,96382,39824,26437,39273,47412,61229,65102,51819,22218,3911338,1939555,1971783,36.3,2597511,280826,77928,396464,273042,5125,277157,3514874,6912,1465951,48568,25762,1711515,245564,43455,18739,590,27.6,957858,4234,532396,303022,193440,105042,78043,6608,3747,109582,25812,22950,279977,292753,262233,100673,205684,81783,35890825,113543,83887,85284,89942,77292,82765,73716,77552,65889,123848,153060,170402,108924,54554,53609,51684,759,76500,126800,198800,713308,1465951,508093,1248373,32647,32823,45772,68186,56662,30530,35979,158357,11809,61932,92363,135977,141068,135902,81123,58427,30283,28501,86713,135959,135299,122410,119025,112902,125959,123300,47520,63203,39458,50458,66435,45400,29370,24863,126974,130760,132205,77088,53359,27513,28481,79101,131969,132728,116290,121658,114292,128592,129492,51034,70200,42295,59428,76185,58401,42100,41638,2838386,286314,286598,78528,228526,40178,38117,46613,27351,259165,18633,1854533,1753445,101088,1180205,3053371,1873166,4495,3135,16916,16305,18626,10315,171570,180916,421765,499835,961097,237075,6164,1613058,177721,228,1435337,388298,255556,87940,166058,127995,390813,97660,30506,167293,90762,101061,206507,148477,91952,46421,2850,101401,0.4702,208239,109973,808375,202374,219647,214420,210349,1025729,212269,324658,30381,72833,38574,21662,41732,161557,106145,472884,1750,589076,37051,81662,156968,589076,205710,226172,423177,309310,476836,582462,223590,1981832,3795764,3864908,3758840,610828,423177,794826,30382,65232,1739806,188756,421765,681323,188756,149714,417314,2557863,78295,73964,299212,1674574,396464,3648387,3279567,261222,115636,2015
36,2672576,4561118,1956,214661,934525,275493,197277,298082,336117,363470,354388,262927,157852,19795791,9616592,10179199,38.3,11050851,2845960,1659534,3725193,40131,111653,357307,16070598,2650013,7233694,60850,34297,8207161,973467,158523,70831,1058,31.9,3838902,106349,2384448,1352563,856823,514864,295378,32191,14390,495740,102613,88606,934323,1023635,1102726,474545,1253115,964983,294758495,563955,359771,349323,336818,306117,316090,292356,276189,257741,502150,676048,852850,645747,416840,496206,585493,1173,140700,293500,502700,3156019,7233694,3394792,3410801,400706,865490,605224,438239,331677,697740,1261803,191879,13989,110177,686446,608138,583125,592975,374891,265499,143388,142335,423553,746737,685579,617387,609041,654188,690102,652623,242415,322833,198159,251396,307082,220110,146813,138223,576950,552240,569946,354902,260309,148970,142252,414845,747344,695920,644018,628326,683366,733308,699846,271398,354595,226265,299081,379808,285144,217864,292502,12621132,3081333,69933,1672186,654972,261785,460414,1083210,496018,1318989,23097,10128222,9473337,654885,5915189,16066508,10151319,109223,95103,197789,162090,229009,153316,796112,800232,2727078,3979344,4213167,1158100,558101,5501384,611083,1798229,4890301,1049582,861297,52298,933041,535021,2599743,744778,280858,577352,473357,419671,1001975,1104596,515243,235404,13149,252974,0.5138,2051385,574606,3615023,1162530,920965,926170,996557,4878140,1194483,1915867,214970,463056,335672,153068,206218,759707,429470,2562161,18053,3781185,2040475,2114786,2027304,3781185,687539,886035,2207637,1910941,2397467,1872312,596155,10679026,19283776,19570171,19100585,2970032,2207637,3332120,583151,367645,9276438,1155067,2727078,3085341,617781,1474536,1559272,13641473,722199,1579228,854039,8908793,3725193,18610703,12863638,2832739,1243539,2015
29,854881,1519299,1976,68081,167620,62055,45071,62334,88922,98809,104718,73922,32511,6083672,2983645,3100027,38.4,4858768,704787,113912,240413,22726,4647,132897,5843259,44505,2374180,50238,27384,2746644,372464,55994,29883,588,28.3,1570137,6010,978669,430233,280669,179645,86982,10127,3915,149564,33168,30657,400314,439337,413212,188133,366178,190064,64147050,166333,133708,129286,138121,127680,136149,120519,121103,108063,194089,249314,285435,186139,98177,93433,86631,763,89000,147800,229200,1137014,2374180,804043,1936604,89876,90350,133461,108803,93263,58798,69349,164607,8857,64885,133909,191272,195984,200645,124384,88361,45189,45692,123601,199598,198015,184869,180208,185298,213708,202814,78878,109078,62388,82928,105934,74330,48723,41748,183098,198019,183196,115968,81433,41575,41436,126607,199044,199552,190603,178064,189005,219294,225676,81304,111256,69011,94508,125434,91443,71674,82827,5011327,709969,25808,114889,313355,78680,92681,95749,47592,474494,20355,3042538,2880309,162229,1788868,4851761,3062893,5012,3571,42596,37734,11754,7272,330463,334890,706922,934817,1392566,351146,40807,2582076,248466,2510,2333610,677175,259038,51255,263903,185637,691263,191685,57136,332665,134897,117926,341614,282024,153838,76466,5522,159939,0.4634,433938,174938,1269953,300964,309727,305853,316907,1511239,332967,453624,56537,120609,74838,24136,68601,266985,178070,789776,4216,1018840,79163,168463,134980,1018840,259415,392261,703392,506401,786517,911061,348200,3146264,5901967,6015580,5854953,875495,703392,1232775,53818,136530,2852887,316815,706922,1081298,293251,320428,622709,4097212,171361,143341,404417,2716357,240413,5709302,5367479,149022,56490,2015
27,763312,1383950,1976,33828,134965,50332,36758,52228,72929,82932,78427,55064,26526,5489594,2730030,2759564,37.9,4441640,313157,257059,282040,50234,6325,137619,5207554,103498,2147262,63488,33425,2397081,249819,28707,22855,805,28.6,1523273,9319,1011325,410558,297614,212807,72591,9151,3065,112944,33011,30898,396125,424063,400829,190551,343132,183026,63353565,103958,85245,90590,99911,87855,95514,96033,93558,87188,169795,235451,301391,211598,130076,137225,121874,888,134900,200000,296100,1091358,2147262,623989,1604871,178721,55617,48898,54381,78785,123780,169026,81910,10029,50521,108783,181536,183490,183353,110015,73466,35268,35402,112572,183616,193667,179014,162877,176710,196752,190376,69964,100800,55302,72091,89088,61192,42390,41089,169391,173063,178001,104049,69439,36251,35398,107965,177789,190639,167554,166492,173235,197893,199835,72128,96636,57871,77947,99329,75991,59186,73482,4614799,320267,55212,258839,330703,85435,102821,100092,44442,362439,1576,3039536,2913176,126360,1307926,4349038,3041112,13496,7256,18925,12035,13875,8032,319923,328072,847584,1068059,1282898,250341,93881,2473421,238071,5105,2235350,541556,228303,63248,246021,177870,726879,212642,49606,390950,129798,91730,320261,285602,133184,85385,3617,147853,0.4492,436423,133971,941170,204764,281792,288873,294692,1382373,292630,267306,80843,149860,87778,17913,28983,211198,158027,734602,2272,1170828,74220,146735,232467,1170828,237626,379473,650156,475093,650365,861719,340590,2895977,5366594,5419822,5282175,546431,650156,1208452,77518,157355,2861003,413953,847584,823342,254968,305569,539531,3700935,188256,144534,433132,2703648,282040,5138667,4550270,193630,85478,2015
33,176142,341473,1977,7997,30282,12658,8887,14495,19752,19815,20617,12090,4283,1330608,657716,672892,42.8,1210017,18495,33774,44355,1169,1204,21340,1286253,6198,517615,70303,35925,622604,104989,5322,6681,895,28.7,366739,1659,245829,75082,53156,36213,15848,833,262,21926,5368,5311,92294,86021,90767,37919,79494,54959,17963280,20930,17770,20136,22589,17758,21204,20577,21835,19131,38161,53864,75714,56533,33421,40261,37731,1017,169500,244500,342800,268944,517615,150876,393169,34560,35601,34727,31809,19681,26712,11416,34670,2132,9722,23773,33382,35276,40474,25676,20550,8684,9977,27177,39897,39587,36078,41335,46603,54367,54731,18135,26379,15830,20824,25971,16708,10154,9921,30127,34553,39192,24651,20874,8044,9256,25501,38066,37765,35887,43114,48622,55781,55654,20722,26134,16598,22843,27305,20712,13609,17882,1245262,21292,1561,34014,69651,19555,28034,47294,23018,103458,1906,744971,713313,31658,355212,1102089,746877,1291,1362,2306,937,2075,1228,94414,95020,205513,266282,263331,56631,4788,616917,52340,188,564577,134494,41394,6034,59727,47114,179012,45261,15180,90748,29389,26044,87537,77758,28853,20656,864,38051,0.4347,128800,41762,267078,45010,53999,64816,68410,314478,76798,64641,18121,41374,26978,4455,9906,61110,38271,200215,686,286270,12605,25711,34498,286270,60856,83582,169398,113207,157999,219020,76834,718857,1288060,1318121,1292884,106046,169398,271182,19112,45424,696314,91199,205513,225386,58464,97780,121519,937214,47589,70312,91535,650890,44355,1267099,1167851,26402,8518,2015
06,4060451,8835906,1974,305123,1633554,586811,405980,540601,655932,689473,615021,387984,165055,39144818,19440558,19704260,36.2,14815122,2192844,5476958,15184545,135866,87813,1108262,23960273,923600,12896357,64500,31587,13988399,1092042,207884,86186,1198,33,6910823,438019,4918415,2886089,1881845,1028394,759333,59390,34728,1004244,270681,244428,2078416,2514140,2411123,975048,2514753,1463338,480921445,714835,618011,560177,610409,535174,568347,509526,524715,476840,910215,1208675,1578811,1189913,779628,963189,1147892,1311,276200,449100,715500,6342293,12896357,5985534,8068519,973766,348035,789261,867694,752164,680423,963151,528119,45891,229216,865554,1282484,1292517,1288636,790063,543195,300586,299747,894175,1544924,1449919,1318183,1283506,1300955,1311936,1210082,449894,581202,354891,472925,559778,389726,272240,248994,1225165,1248196,1231080,758277,515225,279612,274334,836263,1452038,1385831,1294461,1294220,1298115,1332135,1270074,471946,646284,399486,532755,662064,488273,367888,440538,23824254,2277229,282777,5548936,1302247,431268,702273,1335836,635024,2079759,122879,19463807,18045450,1418357,11481961,31068647,19586686,369334,314194,162630,137046,915398,577265,1103885,1162818,5285754,6852769,9116418,2069792,613125,14801601,1770281,196589,13031320,3116254,1775890,446614,1902121,1112236,3750815,1089370,523512,1715871,954804,784673,1946847,2390184,899711,528692,23529,1047755,0.4876,3129936,820994,5430081,1391152,1984573,2021439,2163778,10484707,2678820,4643510,352736,920201,603365,532600,400841,1011859,1032467,4854069,30261,6812073,596933,965651,5374200,6812073,1687321,2028353,4140175,3377528,4086067,4799044,1997840,20895705,38398057,38675135,37667270,5891678,4140175,7595982,474323,970039,17633846,1992703,5285754,4835298,1482236,2116434,4121043,26085263,1133541,1970860,1602588,16663807,15184545,36637169,20311365,10646011,4383428,2015
09,467515,876188,1964,28850,119987,37138,27678,38594,54135,53522,50355,30635,13774,3590886,1752063,1838823,40.6,2439796,355469,155610,553783,4235,9375,72150,3037103,87516,1343703,71346,39430,1496056,152353,33678,18627,927,31.4,889035,18291,616925,218351,150042,100826,43886,3857,1473,68309,14767,14040,248347,268013,256969,108624,215769,119757,44533530,76091,52141,53716,54382,48458,48603,48005,49889,54238,88952,124132,167378,136495,91735,110764,138724,1108,181600,270900,408600,647589,1343703,454668,878416,77999,129962,132389,81155,56842,51500,75726,11446,2597,18665,101273,95079,105834,116006,74259,53814,26723,23980,77341,112008,111287,107626,103436,124131,135709,131729,47203,62109,36548,47540,61784,40859,27323,29735,91449,101909,108660,70129,52202,26933,21715,70135,107967,111514,101015,120427,132695,144623,137229,50809,67918,38634,55150,74647,52147,41508,59408,2747943,380571,8893,156249,162289,49819,63412,97671,57078,251054,8066,1941592,1807098,134494,973219,2922877,1949658,10376,7029,24520,18520,31623,18978,191705,194082,535933,771060,763325,190736,44995,1529902,138902,1789,1391000,294774,122349,7149,145994,108227,475215,167826,42062,187997,78505,69104,197043,208216,73296,46464,1974,81684,0.4916,412111,116932,678916,180657,167627,179249,199618,913807,215467,242268,33048,107334,80663,17346,27936,152038,82516,500881,1409,766642,62229,123207,266143,766642,137403,169144,425896,308013,434115,514535,190162,1909435,3480932,3554844,3482076,366909,425896,605490,52826,84879,1773121,187970,535933,597727,123572,301008,293948,2474718,113231,154749,202783,1688242,553783,3404358,2641970,400805,151666,2015
26,1378808,2479724,1970,90655,276164,90466,67590,91552,122411,129317,131998,96694,44468,9922576,4877067,5045509,39.7,7486419,1363082,292298,485972,46056,15331,230183,9436604,58866,3858532,51084,27865,4550324,691792,63475,57389,660,30,2717217,9713,1648618,649992,412316,240691,151066,13254,7305,237676,57318,50735,633457,688629,652352,294744,528005,318169,103775505,295663,198423,208038,215407,195954,213575,188915,195129,170308,321771,401240,463728,299875,171344,169000,150162,803,78600,137500,221300,1821803,3858532,1141315,3289353,205695,109983,120479,192459,167103,91882,140189,232224,11160,58662,359895,293168,307566,322082,206123,139641,72647,76151,214291,318825,296002,286193,297032,325252,355045,355957,137047,178627,109378,145808,174497,120529,78700,66506,277487,290623,314846,195929,134366,73308,66863,209138,309902,296829,290733,301449,329187,365818,374057,141671,198080,121287,160080,197556,146401,112989,136910,7801483,1378111,53668,293157,455311,136686,163477,179323,78666,869946,4081,4862037,4512641,349396,3116214,7982332,4866118,18128,12476,83483,74448,25082,15380,541820,560831,1145546,1502544,2207824,570891,56752,4043193,383772,614,3659421,1051242,320699,52583,440253,232361,1059969,244413,66460,816076,203191,154066,515042,423264,192252,112711,7373,217875,0.4667,724927,227185,1979472,604153,483894,507360,537765,2495741,592753,662900,117271,213414,141429,35008,93306,430561,320939,1351928,5261,1589164,122129,309715,309625,1589164,359640,716933,1036262,810642,1325089,1489832,516021,5157706,9698396,9811416,9584824,1529645,1036262,2215502,102456,158838,4420474,622089,1145546,1704085,510771,535769,1082642,6728347,300163,257989,588128,4261636,485972,9351921,8465951,274413,96370,2015
44,157222,250262,1959,12453,37975,12744,10052,13632,22466,20096,20025,12678,4745,1056298,511773,544525,39.7,775163,57364,35120,152085,3342,6679,26334,904213,14844,407484,58073,31888,462555,55071,11637,5522,809,29.4,240618,2264,166697,64150,39012,27099,10404,1204,305,25138,3866,3694,72702,76104,83496,34321,60019,32016,12192980,32681,22733,18779,18949,17824,18069,18072,16752,14504,28963,38446,53412,36742,23669,25147,22742,938,173200,241000,353700,174967,407484,166866,249761,16847,49852,57932,25407,17124,14294,25993,5076,940,4799,36642,28105,30133,30910,19221,17563,9078,8307,21700,37727,34016,30082,31104,34110,37776,39490,12518,17043,12366,13834,17894,11947,9287,7562,26288,31043,27148,19027,17839,9037,8818,21998,37561,33716,32081,30415,36234,40692,39768,16175,19043,11894,16811,21853,14719,12283,20082,848845,65504,4563,35540,52315,14562,19150,21231,14029,71148,2468,559733,524975,34758,307935,870136,562201,1818,1122,3880,3502,8007,4304,57156,58568,141131,194176,211875,66188,11728,451906,49275,430,402631,94555,41511,2182,58377,27396,143781,33971,8301,60010,23162,21626,61602,48899,19422,16246,653,19577,0.4732,97687,41638,204295,70551,47739,46387,46822,262347,78806,90044,11242,27628,18976,7406,9182,42419,24084,140937,975,200654,19041,42352,64943,200654,37555,59261,128296,99209,152630,146005,46920,559551,1016343,1045062,1023085,141035,128296,196926,18987,16928,509823,62153,141131,171457,41238,69245,93535,730083,33712,35260,65265,492895,152085,1001905,779897,119685,48761,2015
55,849872,1469666,1972,48033,158587,61268,45712,65821,82271,97168,101381,79333,30821,5771337,2868297,2903040,39.4,4721683,357021,154713,381149,47345,4447,103583,5390188,55722,2319538,55638,29563,2656669,337131,38277,22878,669,28.2,1549143,7334,1003999,399123,271461,189996,68700,9632,3133,127662,32020,29904,474764,458674,403507,190109,302233,162202,61311430,125160,108774,111803,126506,113631,125123,110317,113846,100074,201782,260514,325350,202974,111483,97077,85124,792,112900,168300,250900,1137483,2319538,770395,1767962,114770,177625,98009,131638,88962,99501,83364,94144,7233,50286,150629,172242,185345,189708,115591,78534,40675,42295,122495,181465,188303,175573,177554,188906,211102,211430,78343,104841,66390,83517,94038,69663,49267,41020,164601,180956,174598,108998,75067,41733,40182,119320,172211,183477,171619,171949,185759,213126,215333,79808,107435,67045,84890,110657,85478,63149,85649,4965524,362290,51752,156192,384878,78041,86355,86740,44749,438973,2650,3091421,2959655,131766,1533719,4627790,3094071,7727,4122,19768,16308,19110,10543,346707,358694,742544,913734,1292039,290560,53532,2595255,229662,561,2365593,516259,280558,70472,262062,166958,684079,178380,45447,545817,120893,99897,336036,242636,129628,77350,4199,144485,0.441,369914,148192,1223628,296252,290293,290504,300340,1429175,329533,335544,86861,135556,69907,18317,47294,268942,167745,794622,3125,1042930,79861,161043,152236,1042930,255344,498941,662702,499738,739394,932829,341787,3018234,5620223,5708201,5570546,677964,662702,1247367,92030,119009,2912061,411400,742544,1080781,270878,265265,565089,3918997,164396,131489,505678,2793052,381149,5434494,4963406,253186,97948,2015
22,629322,1108586,1979,91800,148311,51908,35622,47511,48839,58700,64648,45849,22426,4670724,2286299,2384425,36.4,2754976,1491831,80565,228578,20825,9901,83161,4442146,29758,1737908,45727,25456,2024737,286829,56489,19805,647,32.3,1122294,4786,587929,353899,188292,112749,68477,4771,2295,165607,33073,28497,284270,336100,303670,110685,274301,128080,49429810,179819,113176,113940,109293,90990,93235,78660,79058,66643,123620,159380,189912,128857,73513,74921,62891,800,86400,155600,236900,746504,1737908,615614,1315435,53299,90469,83602,65240,63784,39421,48039,262940,14777,75983,91721,158418,164406,156602,95421,66589,34158,34558,99941,164077,163621,154691,134251,135208,153825,149813,56871,79592,48236,60477,68946,50073,31360,25165,146427,160757,143195,90959,58853,33914,35037,96234,174360,168542,146403,142727,147296,161427,162538,63208,83197,50482,67601,87571,61855,50907,50935,2914693,1502375,22645,81039,208813,44819,46874,96114,58275,292625,15033,2193370,2037812,155558,1468278,3676681,2208403,5460,4057,82131,80592,12103,7999,185546,190017,470739,586883,1116185,391522,27606,1849208,181268,63,1667940,416630,172914,85425,217691,161184,481542,105664,32702,159504,108058,110518,233825,186636,103968,51095,3246,76641,0.4909,247319,128384,1056533,264925,264100,243903,244842,1174717,232897,476770,27748,76712,40043,32338,67996,216558,113914,575309,2203,686168,70471,151655,110075,686168,240398,240799,480891,389556,645317,652916,211379,2441647,4541688,4612024,4493363,889946,480891,843894,41099,56858,2014335,189683,470739,884714,161496,170535,492715,3095255,91693,154389,274289,1957477,228578,4365879,4009673,154377,65407,2015
